title,date,apply,location,company,hire_time,graduate_time,company_industry,company_size,salary,qualifications
Jr. Software Development Engineer - Detroit,24-03-2025,https://jobright.ai/jobs/info/673c5989096ee402f274db91?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Detroit, MI
Detroit, Michigan, USA",Amazon,2025-June,2027-June,"Crowdsourcing,Delivery",10000+,,"1. Currently enrolled in an accredited college or university Bachelor's or Master's degree program.
2. Majoring in Computer Science, Software Engineering, or related STEM field.
3. Graduating June 2027 and beyond.
..."
Jr. Software Development Engineer - Seattle/Bellevue,24-03-2025,https://jobright.ai/jobs/info/675d0f7051cd2f5731d4fcaa?utm_source=1099&utm_campaign=Software Engineer,"Seattle, WA",Amazon,,2027-June,"Crowdsourcing,Delivery",10000+,$16-$75 /hr,"1. Currently enrolled in an accredited college or university Bachelor's or Master's degree program.
2. Majoring in Computer Science, Software Engineering, or related STEM field.
3. Graduating in June 2027 or beyond.
..."
Software Developer - Internship,24-03-2025,https://jobright.ai/jobs/info/67e15f3abca05ad4cc731d7d?utm_source=1099&utm_campaign=Software Engineer,"Dallas, TX",Checkmarx,,,"Enterprise Software,SaaS",501-1000,,"1. At least 0-1 years of software development experience in Java, .Net, Python, or Mobile.
2. Ability to read and understand code upon first sight.
3. Knowledge with development infrastructure products (e.g., source code repositories, build servers, bug tracking tools).
..."
SW Dev and Test Co-op Summer 2025 - ASL,24-03-2025,https://jobright.ai/jobs/info/67d4043adbe084245783ae58?utm_source=1099&utm_campaign=Software Engineer,"Atlanta, GA",Georgia Tech Research Institute,2025-Summer,,"Association,Biotechnology",10000+,,"1. Pursuing a Bachelor’s degree in Electrical Engineering, Computer Science, Computer Engineering or Aerospace.
2. 3.0 or higher cumulative GPA
3. Must be eligible to be approved by your college/university to participate in a co-op program and register for co-op credit with your university during work terms
..."
Cloud Developer Intern,24-03-2025,https://jobright.ai/jobs/info/67a68265e637700e388e5517?utm_source=1099&utm_campaign=Software Engineer,"Birmingham, AL",Motion,Summer,,Industrial Automation,5001-10000,,"1. Working on a BS degree in a computer related field (e.g. Computer Science, Engineering)
2. Working knowledge of software development languages
3. Familiarity with cloud platforms and technologies
..."
Software Engineering Intern,24-03-2025,https://jobright.ai/jobs/info/67a7f90ad2d70dd125c58ed1?utm_source=1099&utm_campaign=Software Engineer,"Shoreview, MN",Westinghouse Electric Company,,,"Electrical Distribution,Energy",10000+,,"1. Currently enrolled in a bachelor's program in a similar discipline.
2. Experience with C#/.NET.
3. Ability to perform beta testing of new software.
..."
"IT - Software Engineering Intern (.Net) - Peoria, IL or Tempe, AZ",24-03-2025,https://jobright.ai/jobs/info/67dc62a16e245f4cba665d7b?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Tempe, AZ
Peoria, IL",RLI Insurance Company,,,Insurance,501-1000,$20-$25 /hr,"1. Requires a high school diploma and college coursework with 0-2 years of experience in a related field or position.
2. Ability to analyze and resolve basic issues.
3. Ability to clearly and effectively communicate with others.
..."
High School Intern (STEM@GTRI),23-03-2025,https://jobright.ai/jobs/info/67ea2ba6aa8fc69b73d501ce?utm_source=1099&utm_campaign=Software Engineer,"Atlanta, GA",Georgia Institute of Technology,2024-Summer,,"Education,Higher Education",10000+,,"1. Currently pursuing a High School Diploma
2. Must have completed the STEM@GTRI summer 2024 Pre-Application prior to January 22, 2024."
Web Developer Intern,23-03-2025,https://jobright.ai/jobs/info/67a66f9ac32a2f15d96a3d8f?utm_source=1099&utm_campaign=Software Engineer,"Birmingham, AL",Motion,Summer,,Industrial Automation,5001-10000,,"1. Working on a BS degree in a computer related field (e.g. Computer Science, Engineering)
2. Working knowledge of web development languages and frameworks
3. Working knowledge of software development languages
..."
Full Stack Engineer (New Grad Intern),23-03-2025,https://jobright.ai/jobs/info/67bec13bf636a08ca1b0e6a4?utm_source=1099&utm_campaign=Software Engineer,San Francisco-Onsite,Abridge,,2026,"Artificial Intelligence (AI),Electronic Health Record (EHR)",101-250,$40-$40 /hr,"1. Experience with Typescript, React, and Node.js or Next.js.
2. Prior hands-on experience developing web applications (e.g., internship, co-op, or personal projects).
3. A strong interest in pursuing a full-time software engineering role in 2026—high-performing interns are eligible to receive a return offer.
..."
Software Development Summer Internship,23-03-2025,https://jobright.ai/jobs/info/67e070cfa0097a591795316f?utm_source=1099&utm_campaign=Software Engineer,"Alexandria, VA","SimonComputing, Inc.",2025-Summer,2025,"Information Technology,Software",Nov-50,,"1. Strong grasp of basic Java programming (2-3 years of coding in school and other venues).
2. Creative ability to solve problems, especially logic problems.
3. A genuine interest in software development."
Firmware Engineering Co-op - Fall 2025,23-03-2025,https://jobright.ai/jobs/info/66c86b847ad3f6e67074ec4c?utm_source=1099&utm_campaign=Software Engineer,"Versailles, OH",Midmark Corporation,2025-Fall,2025,"Health Care,Manufacturing",1001-5000,,"1. Enrollment in a 4-year accredited degree program is required, with a focus on obtaining a Bachelor’s degree in computer engineering, electrical engineering, or a related technical field.
2. Ability to follow instructions
3. Ability to multitask and problem solve
..."
Frontend Software Engineer Intern (PDI-CSP-FE-i18n )- 2025 Summer (BS/MS),23-03-2025,https://jobright.ai/jobs/info/67be39939a4703b92b37d4bd?utm_source=1099&utm_campaign=Software Engineer,"Seattle, WA",ByteDance,2025-May,,"Content,Data Mining",10000+,$42.75-$42.75 /hr,"1. Currently pursuing an undergraduate or a graduate degree
2. Able to commit to working more than 3 months
3. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment
..."
Amazon Robotics - Software Development Engineer Co-Op - Fall 2025,23-03-2025,https://jobright.ai/jobs/info/67dbb5747ffbd53383b58f81?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Seattle, WA
Westborough, MA
North Reading, MA",Amazon,2025-Fall,2025,"Crowdsourcing,Delivery",10000+,$47-$96 /hr,"1. Knowledge of computer science fundamentals such as object-oriented design, operating systems, algorithms, data structures, and complexity analysis
2. Are 18 years of age or older
3. Experience with at least one modern language such as Java, Python, C++, or C# including object-oriented design
..."
Software Engineer Internship | Frontend,23-03-2025,https://jobright.ai/jobs/info/66aaad209895fb38ed17479f?utm_source=1099&utm_campaign=Software Engineer,"New York, United States",Ramp,,2025 / 2026 / 2027,"Finance,Financial Services",501-1000,$60-$60 /hr,"1. Currently pursuing a B.S. (or higher) in Computer Science or a related technical field, with an expected graduation date between 2025 - 2027
2. Proficiency in JavaScript, with a knack for getting the visuals right
3. Experience with one or more object-oriented programming languages
..."
Embedded Engineer - Summer 2025 Internship,23-03-2025,https://jobright.ai/jobs/info/6724b0ac95a947eb920c277b?utm_source=1099&utm_campaign=Software Engineer,United States,Honeywell,2025-Summer,2025-December,"Aerospace,Electronics",10000+,$23-$38 /hr,"1. Currently pursuing a bachelor’s degree (or higher) from an accredited college or university in Computer Engineering, Software Engineering, Electrical Engineering, Computer Science or similar field
2. Must graduate December 2025 or later
3. Must continue enrollment in degree program upon completion of the internship
..."
Customer Software Development Intern,23-03-2025,https://jobright.ai/jobs/info/67a68265e637700e388e52da?utm_source=1099&utm_campaign=Software Engineer,"Birmingham, AL",Motion,Summer,,Industrial Automation,5001-10000,,"1. Working on a BS or BA degree in a computer related field
2. Working knowledge of SQL and database concepts
3. Experience with software development methodologies
..."
Software Engineer Intern,23-03-2025,https://jobright.ai/jobs/info/675a6dc77de6c012e28c8c7d?utm_source=1099&utm_campaign=Software Engineer,"Milwaukee, WI",Direct Supply,2024-Summer,,"E-Commerce,Health Care",5001-10000,,"1. Enrolled in a Computer Science, Computer Engineering or Software Engineering degree program
2. Demonstrated basic software development skills
3. Demonstrated basic knowledge of databases and SQL
..."
Packaging System Analytics Intern/Co-Op (Seasonal),23-03-2025,https://jobright.ai/jobs/info/66ec3c74e7fbe102a08dd51d?utm_source=1099&utm_campaign=Software Engineer,"Atlanta, GA",The Haskell Company,,,Real Estate,1001-5000,,"1. Obtaining a BS in Industrial Engineering or related engineering degree
2. Interests/Background in: Simulation, Optimization, Forecasting, Logistics
3. Possess strong skills with Microsoft Excel and data manipulation
..."
Software Engineer Intern (Summer 2025),22-03-2025,https://jobright.ai/jobs/info/67dfb4dbada35058921fc143?utm_source=1099&utm_campaign=Software Engineer,"Houston, TX",OptiSigns Inc.,2025-Summer,,Email,Nov-50,,"1. Currently pursuing a Bachelor’s (Junior or Senior standing) or Master’s degree in Computer Science or a related technical discipline.
2. Able to commit to a 12-week internship during Summer 2025 (May–August).
3. Some experience building modern web applications using JavaScript frameworks (e.g., React, Angular), Node.js, Express, and databases (SQL or NoSQL).
..."
"INTERN, SOFTWARE ENGINEER (505INTA31825)",22-03-2025,https://jobright.ai/jobs/info/67f25b4afbbc9682b1effc82?utm_source=1099&utm_campaign=Software Engineer,"Minneapolis, MN",Infinite Campus,June,,"Education,Information Services",251-500,$17-$25 /hr,"1. Pursuing a BA/BS in Computer Science or a related field
2. Completed coursework in Data Structures, Advanced Object-Oriented Programming, and databases
3. Strong communication and presentation skills
..."
Algorithm Intern (Video Codec - Realtime Codec Optimizations - Multimedia Streaming) - 2025 Summer (PhD),22-03-2025,https://jobright.ai/jobs/info/67c1f3b71b295cc66bb24ca4?utm_source=1099&utm_campaign=Software Engineer,"San Diego, CA",ByteDance,2025-May,,"Content,Data Mining",10000+,$57-$57 /hr,"1. Master student in computer science/electrical engineering/mathematics/statistics and related disciplines
2. Good understanding of state-of-art compression/transmission/processing algorithms
3. Excellent programming, debugging, and optimization skills in one or more general-purpose programming languages including but not limited to: C/C++ and Python"
Application Engineer Intern,22-03-2025,https://jobright.ai/jobs/info/67886c45f7e61f59aaf2c2b5?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Santa Clara, CA
Santa Clara, United States",STMicroelectronics,,,"Automotive,Electronics",10000+,$32-$43 /hr,"1. Working towards a Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or Computer Science
2. General knowledge (university level) in, at least, one of the following fields: Inverters (firmware FOC), On Board Charging (OBC) and Power Conversion (PFC, DC/DC), Battery Management (SOC, SOH)
3. Programming language knowledge (C is a must, Assembly is an advantage)
..."
Software Verification and Validation Intern,22-03-2025,https://jobright.ai/jobs/info/67c24df5109ea0a145c4b61d?utm_source=1099&utm_campaign=Software Engineer,"Aliso Viejo, CA","RxSight, Inc.",,,"Biotechnology,Eyewear",251-500,$25-$30 /hr,"1. Working towards a Bachelor’s degree in engineering or related field.
2. Capable of software testability, robustness, and performance, or a demonstration of the ability to quickly learn any missing elements.
3. Strong documentation skills.
..."
"Full Stack Developer, Network Software - Intern (Summer 2025)",22-03-2025,https://jobright.ai/jobs/info/67c23f4ae525c3192c86f552?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
San Francisco, CA
San Francisco",Astranis Space Technologies,2025-Summer,,"Aerospace,Internet",251-500,$29-$29 /hr,"1. Currently pursuing a B.S. or M.S. in Computer Science, Electrical or Computer Engineering, or equivalent technical degree
2. Experience with Django or similar frameworks
3. Experience working with relational/SQL databases (e.g. Postgres)
..."
